food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary
roquefort cheese,314,26.0,16.4,1.7,0.0,18.3,0.0,76.5,1.5,0.075,25.5,82.0,40.0,0.5666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
queso blanco cheese,366,28.7,16.1,3.0,2.1,24.0,0.0,82.6,0.8,0.04,27.53333333333333,80.5,44.15384615384615,1.0,0.0,21.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
queso seco cheese,315,23.6,13.3,2.0,0.5,23.8,0.0,75.7,1.8,0.09,25.233333333333334,66.5,36.30769230769231,0.6666666666666667,0.0,5.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
goat cheese soft,75,6.0,4.1,0.0,0.3,5.2,0.0,13.0,0.1,0.005,4.333333333333334,20.5,9.230769230769232,0.0,0.0,3.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
mozzarella cheese,90,6.6,4.2,0.7,0.0,6.7,0.0,23.7,0.1,0.005,7.9,21.000000000000004,10.153846153846153,0.2333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chihuahua cheese,494,39.2,24.9,7.3,7.3,28.5,0.0,138.6,0.8,0.04,46.199999999999996,124.49999999999999,60.30769230769231,2.433333333333333,0.0,73.0,Medium,1,ไขมันอิ่มตัวถึงหรือเกินเกณฑ์อ้างอิงต่อวัน
limburger cheese,98,8.2,5.0,0.1,0.1,6.0,0.0,27.0,0.2,0.01,9.0,25.0,12.615384615384615,0.03333333333333334,0.0,1.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
muenster cheese,486,39.7,25.2,1.5,1.5,30.9,0.0,126.7,0.8,0.04,42.233333333333334,126.0,61.07692307692309,0.5,0.0,15.0,Medium,1,ไขมันอิ่มตัวถึงหรือเกินเกณฑ์อ้างอิงต่อวัน
queso fresco cheese,365,29.1,15.8,3.6,2.8,22.1,0.0,84.2,0.9,0.045,28.066666666666666,79.0,44.769230769230774,1.2,0.0,27.999999999999996,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
brie cheese,100,8.3,5.2,0.1,0.1,6.2,0.0,30.0,0.2,0.01,10.0,26.0,12.769230769230772,0.03333333333333334,0.0,1.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
pimento cheese,525,43.7,27.5,2.4,0.9,31.0,0.1,131.6,2.0,0.1,43.86666666666667,137.5,67.23076923076924,0.8,0.4,9.0,Medium,1,ไขมันอิ่มตัวถึงหรือเกินเกณฑ์อ้างอิงต่อวัน
mexican cheese,316,21.7,13.0,3.8,0.6,27.7,0.0,69.4,0.9,0.045,23.133333333333336,65.0,33.38461538461539,1.2666666666666666,0.0,6.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
feta cheese,80,6.4,4.0,1.2,0.0,4.3,0.0,26.7,0.3,0.015,8.9,20.0,9.846153846153847,0.4,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
mozzarella cheese fat free,159,0.0,0.0,4.0,1.7,35.8,2.0,20.3,0.8,0.04,6.766666666666667,0.0,0.0,1.3333333333333335,8.0,17.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
provolone cheese,463,35.1,22.5,2.8,0.7,33.8,0.0,91.1,1.2,0.06,30.366666666666664,112.5,54.0,0.9333333333333332,0.0,6.999999999999999,Medium,1,ไขมันอิ่มตัวถึงหรือเกินเกณฑ์อ้างอิงต่อวัน
anejo cheese,492,39.6,25.1,6.1,6.1,28.3,0.0,138.6,1.5,0.075,46.199999999999996,125.50000000000001,60.92307692307693,2.033333333333333,0.0,61.0,Medium,1,ไขมันอิ่มตัวถึงหรือเกินเกณฑ์อ้างอิงต่อวัน
honey,64,0.0,0.0,17.3,17.2,0.08,0.025,0.0,0.011,0.00055,0.0,0.0,0.0,5.7666666666666675,0.1,172.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
apple butter,35,0.063,0.038,8.5,7.1,0.045,0.3,0.0,0.003,0.00015000000000000001,0.0,0.19,0.09692307692307692,2.833333333333333,1.2,71.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
fruit jam,56,0.095,0.021,13.8,9.7,0.0,0.2,0.0,0.052,0.0026,0.0,0.10500000000000001,0.14615384615384616,4.6,0.8,97.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chocolate hazelnut spread,100,5.5,5.3,11.5,10.0,1.0,1.0,0.0,0.099,0.00495,0.0,26.5,8.461538461538462,3.833333333333333,4.0,100.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
peanut butter,88,7.4,1.4,3.6,1.0,3.3,0.9,0.0,0.085,0.00425,0.0,6.999999999999999,11.384615384615385,1.2,3.6000000000000005,10.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
peanut spread,101,8.5,1.6,2.2,0.5,3.8,1.2,0.0,0.028,0.0014,0.0,8.0,13.076923076923078,0.7333333333333334,4.8,5.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chicken spread,88,9.8,1.8,2.3,0.3,10.1,0.2,31.4,0.4,0.02,10.466666666666665,9.0,15.076923076923077,0.7666666666666666,0.8,3.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
cheese spread,708,68.6,43.2,8.4,8.4,17.0,0.0,216.0,1.2,0.06,72.0,216.0,105.53846153846153,2.8000000000000003,0.0,84.00000000000001,Medium,1,ไขมันอิ่มตัวถึงหรือเกินเกณฑ์อ้างอิงต่อวัน
tahini,86,7.2,1.0,3.9,0.0,2.7,1.4,0.0,0.098,0.004900000000000001,0.0,5.0,11.076923076923077,1.3,5.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
orange marmalade,49,0.0,0.0,13.3,12.0,0.014,0.1,0.0,0.016,0.0007999999999999999,0.0,0.0,0.0,4.433333333333334,0.4,120.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
american cheese spread,46,3.4,2.1,1.4,1.2,2.6,0.0,8.8,0.3,0.015,2.9333333333333336,10.500000000000002,5.230769230769231,0.4666666666666666,0.0,12.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
apricot jam,48,0.01,0.042,12.9,8.7,0.1,0.044,0.0,0.004,0.00019999999999999998,0.0,0.21000000000000002,0.015384615384615385,4.300000000000001,0.176,86.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chunky peanut butter,94,8.0,1.2,3.5,1.3,3.8,1.3,0.0,0.03,0.0014999999999999998,0.0,6.0,12.307692307692308,1.1666666666666667,5.2,13.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
ham and cheese spread,37,2.8,1.3,0.3,0.0,2.4,0.0,9.2,0.2,0.01,3.0666666666666664,6.5,4.3076923076923075,0.1,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chicken and rice casserole homade,27,1.0,0.0,2.4,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.8,1.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
picnic loaf,65,4.7,1.7,1.3,0.0,4.2,0.0,10.6,0.3,0.015,3.5333333333333337,8.5,7.230769230769231,0.4333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
corn tamale,309,12.0,4.4,44.3,12.3,5.8,5.3,0.0,0.5,0.025,0.0,22.000000000000004,18.461538461538463,14.766666666666667,21.2,123.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
baked potato with cheese sauce bacon,451,25.9,10.1,44.4,0.0,18.4,0.0,29.9,1.0,0.05,9.966666666666667,50.5,39.84615384615384,14.799999999999999,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chinese egg roll,223,10.6,1.9,24.3,0.0,7.4,2.3,14.2,0.4,0.02,4.733333333333333,9.5,16.307692307692307,8.1,9.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
butter croissant,231,12.0,6.6,26.1,6.4,4.7,1.5,38.2,0.2,0.01,12.733333333333336,32.99999999999999,18.461538461538463,8.700000000000001,6.0,64.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
enchilada with cheese beef,323,17.6,9.0,30.5,0.0,11.9,0.0,40.3,1.3,0.065,13.433333333333334,45.0,27.07692307692308,10.166666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
corned beef hash with potatoes,387,24.2,10.2,21.9,0.8,20.6,2.6,75.5,1.0,0.05,25.166666666666664,51.0,37.230769230769226,7.3,10.4,8.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
biscuit with egg cheese bacon,436,25.3,8.5,35.4,2.5,17.4,0.3,240.7,1.2,0.06,80.23333333333333,42.5,38.92307692307693,11.799999999999999,1.2,25.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
bagel with ham egg cheese,483,18.5,7.9,52.4,7.0,26.7,0.4,242.6,1.3,0.065,80.86666666666666,39.5,28.46153846153846,17.466666666666665,1.6,70.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
quesadilla with chicken,529,27.5,11.1,43.3,3.4,27.1,3.1,66.6,1.3,0.065,22.199999999999996,55.49999999999999,42.30769230769231,14.433333333333332,12.4,34.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
corn rice,110,0.3,0.02,25.2,3.0,1.8,0.4,0.0,0.2,0.01,0.0,0.1,0.4615384615384615,8.399999999999999,1.6,30.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
kung pao chicken,779,42.2,8.2,41.5,18.3,59.0,9.1,157.0,2.4,0.12,52.33333333333333,41.0,64.92307692307693,13.833333333333334,36.4,183.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
beef empanada,298,16.3,4.6,27.8,1.6,10.1,1.8,23.1,0.4,0.02,7.7,23.0,25.07692307692308,9.266666666666667,7.200000000000001,16.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
frijoles with cheese,225,7.8,4.1,28.7,0.0,11.4,0.0,36.7,0.9,0.045,12.233333333333334,20.5,12.0,9.566666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
burrito with beef,285,8.1,1.7,43.9,4.1,9.1,4.4,2.6,0.5,0.025,0.8666666666666666,8.5,12.461538461538462,14.633333333333331,17.6,41.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
crispy chicken sandwich,350,17.6,3.3,33.2,3.9,14.8,0.0,0.0,0.7,0.034999999999999996,0.0,16.499999999999996,27.07692307692308,11.066666666666668,0.0,39.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
enchilada with cheese,374,25.3,11.5,21.2,3.6,15.4,2.6,57.5,0.7,0.034999999999999996,19.166666666666668,57.49999999999999,38.92307692307693,7.066666666666667,10.4,36.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
pork egg roll,189,6.1,1.3,25.1,4.5,8.4,1.8,11.9,0.3,0.015,3.966666666666667,6.5,9.384615384615385,8.366666666666667,7.200000000000001,45.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
corn on the cob with butter,155,3.4,1.6,31.9,0.0,4.5,0.0,5.8,0.056,0.0028,1.9333333333333333,8.0,5.230769230769231,10.633333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
pancakes with butter syrup,260,7.0,2.9,45.4,0.0,4.1,0.0,29.0,0.6,0.03,9.666666666666666,14.499999999999998,10.76923076923077,15.133333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
burrito with beans,224,6.7,3.4,35.7,0.0,7.0,0.0,2.2,0.5,0.025,0.7333333333333334,17.0,10.307692307692308,11.9,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
scrambled eggs,100,7.6,2.9,1.0,0.8,6.5,0.0,200.2,0.1,0.005,66.73333333333333,14.499999999999998,11.692307692307692,0.33333333333333337,0.0,8.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
baked potato with sour cream,393,22.3,10.0,50.0,0.0,6.7,0.0,24.2,0.2,0.01,8.066666666666666,50.0,34.307692307692314,16.666666666666664,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
turkey and gravy,161,6.3,2.0,11.1,0.0,14.1,0.0,43.2,1.3,0.065,14.400000000000002,10.0,9.692307692307692,3.6999999999999997,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chicken egg roll,158,3.6,0.8,22.8,4.5,8.4,1.9,11.2,0.4,0.02,3.733333333333333,4.0,5.538461538461538,7.6,7.6,45.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
vegetable egg roll,153,3.6,0.6,25.0,5.3,5.2,2.2,0.0,0.4,0.02,0.0,3.0,5.538461538461538,8.333333333333332,8.8,53.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
ham cheese roll,67,5.2,2.0,1.1,0.0,3.8,0.0,16.2,0.3,0.015,5.4,10.0,8.0,0.3666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
biscuit with ham,386,18.4,11.4,43.8,2.2,13.4,0.8,24.9,1.1,0.055,8.299999999999999,57.00000000000001,28.307692307692307,14.6,3.2,22.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
lemon chicken,1440,74.9,12.2,122.0,55.2,68.6,7.0,203.8,1.5,0.075,67.93333333333334,61.0,115.23076923076925,40.666666666666664,28.000000000000004,552.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
hummus,435,21.1,2.8,49.5,0.7,12.0,9.8,0.0,0.6,0.03,0.0,13.999999999999998,32.46153846153847,16.5,39.2,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
croissant with egg cheese,368,24.7,14.1,24.3,0.0,12.8,0.0,215.9,0.6,0.03,71.96666666666667,70.5,38.0,8.1,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
enchirito with cheese beef beans,344,16.1,7.9,33.8,0.0,17.9,0.0,50.2,1.3,0.065,16.733333333333334,39.5,24.76923076923077,11.266666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
sweet sour pork,38,2.2,0.4,3.3,1.4,1.2,0.1,3.4,0.003,0.00015000000000000001,1.1333333333333333,2.0,3.384615384615385,1.0999999999999999,0.4,13.999999999999998,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
crab cake,160,10.4,2.2,5.1,0.0,11.3,0.2,82.2,0.5,0.025,27.400000000000002,11.000000000000002,16.0,1.6999999999999997,0.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
egg dinner roll,107,2.2,0.6,18.2,1.5,3.3,1.3,17.5,0.2,0.01,5.833333333333333,3.0,3.384615384615385,6.066666666666666,5.2,15.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
english muffin with egg cheese sausage,472,29.9,11.4,28.8,2.5,22.1,0.3,269.0,0.8,0.04,89.66666666666666,57.00000000000001,46.0,9.6,1.2,25.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
buttermilk pancakes,86,3.5,0.7,10.9,0.0,2.6,0.0,22.0,0.2,0.01,7.333333333333333,3.4999999999999996,5.384615384615385,3.6333333333333337,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
omelet,94,7.1,2.0,0.4,0.2,6.4,0.0,190.9,0.013,0.00065,63.63333333333333,10.0,10.923076923076923,0.13333333333333336,0.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
taco with chicken cheese lettuce,185,6.2,2.5,19.3,1.3,13.0,1.2,28.4,0.6,0.03,9.466666666666667,12.5,9.538461538461538,6.433333333333334,4.8,13.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
spinach souffle,230,17.6,10.1,8.0,2.5,10.7,1.0,160.5,0.8,0.04,53.5,50.5,27.07692307692308,2.666666666666667,4.0,25.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
english muffin with cheese sausage,365,22.3,8.8,27.3,2.1,14.3,0.5,46.4,0.7,0.034999999999999996,15.466666666666667,44.00000000000001,34.307692307692314,9.1,2.0,21.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
potato gratin,328,18.6,11.6,27.6,0.0,12.4,4.4,56.4,1.1,0.055,18.8,57.99999999999999,28.61538461538462,9.2,17.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
biscuit with egg,436,25.3,8.5,35.4,2.5,17.4,0.3,240.7,1.2,0.06,80.23333333333333,42.5,38.92307692307693,11.799999999999999,1.2,25.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
french fries deep fried,222,10.5,1.7,29.4,0.2,2.4,2.7,0.0,0.1,0.005,0.0,8.5,16.153846153846153,9.799999999999999,10.8,2.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
sweet sour chicken,46,2.3,0.4,4.4,2.1,1.8,0.2,4.9,0.043,0.0021499999999999996,1.6333333333333335,2.0,3.5384615384615383,1.4666666666666668,0.8,21.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
burrito with beans beef,460,18.0,7.0,47.0,5.3,27.8,7.2,62.7,1.4,0.06999999999999999,20.900000000000002,35.0,27.692307692307693,15.666666666666668,28.800000000000004,53.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
nachos with cinnamon sugar,592,36.0,18.2,63.4,0.0,7.2,0.0,39.2,0.4,0.02,13.066666666666668,90.99999999999999,55.38461538461539,21.133333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
arroz con grandules,209,5.7,0.9,35.4,0.0,4.0,1.6,0.0,0.7,0.034999999999999996,0.0,4.5,8.76923076923077,11.799999999999999,6.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
chili con carne,271,8.8,3.2,33.1,4.7,14.7,8.3,22.8,1.1,0.055,7.6,16.0,13.53846153846154,11.033333333333333,33.2,47.0,Low,0,ยังไม่พบตัวชี้วัดที่ถึงหรือเกินเกณฑ์อ้างอิง
